id,heduc,heblack,mixed,years,div,agediff
2698,<12,0,0,62.861,0,Peer
2700,<12,0,0,32.079,0,Peer
2701,15-Dec,0,0,9.914,0,Peer
2702,>15,0,0,6.152,0,Peer
2703,15-Dec,0,0,7.42,1,Peer
2705,<12,0,0,35.937,0,OlderHusband
2708,<12,0,0,38.001,0,OlderHusband
2712,<12,0,0,32.186,0,OlderHusband
2714,15-Dec,0,0,19.997,0,Peer
2716,15-Dec,1,0,5.013,1,Peer
2719,15-Dec,0,0,39.001,0,OlderWife
2727,<12,0,0,5.86,0,Peer
2729,15-Dec,0,0,29.35,0,OlderHusband
2737,<12,0,0,27.997,0,Peer
2739,15-Dec,0,0,2.001,0,Peer
2742,<12,0,0,30.749,0,OlderHusband
2747,15-Dec,0,0,5.503,1,OlderHusband
2752,<12,0,0,8.246,1,Peer
2754,>15,0,0,33.919,0,OlderHusband
2757,<12,0,0,54.749,0,Peer
2760,15-Dec,0,0,11.5425,1,Peer
2762,<12,0,0,3.817,0,Peer
2764,<12,0,0,28.8025,1,Peer
2767,>15,1,0,20.756,0,Peer
2772,>15,0,0,27.937,0,Peer
2775,15-Dec,0,0,20.55,0,OlderHusband
2779,15-Dec,0,0,8.8435,1,Peer
2785,15-Dec,0,0,3.4195,1,OlderHusband
2787,15-Dec,0,0,2.1685,1,Peer
2795,<12,0,0,3.639,0,Peer
2801,15-Dec,0,0,8.523,0,Peer
2804,>15,0,0,31.477,1,OlderWife
2811,15-Dec,0,0,19.833,1,Peer
2817,15-Dec,0,0,1.8315,1,Peer
2827,15-Dec,0,0,5.166,1,Peer
2829,<12,0,0,1.199,1,Peer
2834,<12,0,0,1.336,1,Peer
2838,<12,0,0,22.322,0,Peer
2842,15-Dec,0,0,42.604,0,Peer
2849,<12,0,0,31.138,0,Peer
2854,<12,0,0,7.496,0,Peer
2858,<12,0,0,54.338,0,Peer
2861,<12,0,0,54.001,0,Peer
2863,>15,0,0,13.585,0,Peer
2873,<12,0,0,37.823,0,Peer
2877,15-Dec,1,0,24.994,0,Peer
2879,15-Dec,0,0,39.05,0,OlderHusband
2880,15-Dec,0,0,1.999,0,OlderHusband
2882,15-Dec,0,0,1.002,0,Peer
2893,<12,0,0,14.771,0,Peer
2903,<12,0,0,1.673,1,Peer
2904,>15,0,0,13.916,0,Peer
2907,>15,0,0,8.991,0,Peer
2910,<12,0,0,10.245,1,Peer
2913,<12,0,0,15.915,1,Peer
2915,<12,0,0,41.999,0,Peer
2918,<12,0,0,41.999,0,Peer
2927,15-Dec,0,0,40.903,0,OlderHusband
2937,15-Dec,0,0,5.818,0,OlderHusband
2938,15-Dec,0,0,5.999,0,OlderHusband
2941,15-Dec,0,0,10.664,1,Peer
2943,15-Dec,0,0,11.502,1,Peer
2944,>15,0,0,41.173,0,Peer
2947,15-Dec,0,0,17.889,0,OlderHusband
2950,15-Dec,0,0,25.221,0,Peer
2953,15-Dec,0,0,22.782,0,OlderHusband
2955,15-Dec,0,0,40.107,0,Peer
2959,>15,0,0,11.693,0,Peer
2964,>15,0,0,4.323,0,Peer
2966,>15,0,0,3.995,0,Peer
2967,>15,0,0,6.062,0,OlderHusband
2968,>15,0,0,10.116,0,Peer
2970,>15,0,0,1.588,1,Peer
2976,>15,0,0,7.064,0,Peer
2979,15-Dec,0,0,23.496,0,Peer
2983,15-Dec,0,0,20.523,1,Peer
2985,<12,0,0,44.58,0,Peer
2987,<12,0,0,31.42,0,OlderHusband
2990,<12,0,0,31.42,0,OlderHusband
2996,15-Dec,0,0,7.0445,1,OlderHusband
2998,<12,0,0,31.441,0,OlderHusband
2999,15-Dec,0,0,6.111,0,OlderHusband
3002,15-Dec,0,0,24.646,0,Peer
3005,<12,0,0,27.918,1,OlderHusband
3009,15-Dec,0,0,12.178,1,Peer
3018,15-Dec,0,0,2.897,0,OlderHusband
3019,<12,0,0,1.084,1,Peer
3026,15-Dec,0,0,2.5875,1,OlderHusband
3038,>15,0,0,9.922,0,Peer
3040,15-Dec,0,0,18.998,0,Peer
3044,15-Dec,0,0,17.706,0,OlderHusband
3052,15-Dec,0,0,2.867,0,Peer
3059,<12,1,0,41.848,0,Peer
3062,<12,1,0,41.848,0,Peer
3067,<12,1,0,6.834,1,OlderHusband
3074,<12,1,0,7.504,0,Peer
3082,15-Dec,0,0,19.759,1,Peer
3084,15-Dec,0,0,6.694,0,Peer
3085,<12,0,0,3.636,0,Peer
3089,<12,0,0,50.007,0,Peer
3091,<12,0,0,44.235,0,OlderHusband
3093,<12,0,0,29.246,0,Peer
3102,<12,0,0,8.572,0,Peer
3103,15-Dec,0,0,7.51,0,Peer
3106,<12,0,0,52.578,0,OlderHusband
3110,<12,0,0,23.411,0,Peer
3112,15-Dec,0,0,4.706,0,Peer
3114,15-Dec,0,0,16.016,0,OlderHusband
3119,15-Dec,0,0,14.842,0,Peer
3123,>15,0,0,18.349,0,Peer
3131,>15,0,0,18.349,0,Peer
3134,15-Dec,0,0,30.998,0,Peer
3136,<12,0,0,2.428,0,Peer
3144,15-Dec,0,0,8.085,1,Peer
3151,<12,0,0,5.708,0,Peer
3154,>15,0,0,9.752,0,OlderHusband
3158,15-Dec,0,0,19.414,1,Peer
3164,15-Dec,0,0,7.504,0,OlderHusband
3165,15-Dec,0,0,21.741,0,Peer
3167,15-Dec,0,0,45.867,0,Peer
3173,15-Dec,0,0,15.784,0,Peer
3180,15-Dec,0,0,18.664,0,Peer
3181,<12,0,0,1.697,0,Peer
3184,>15,0,0,21.903,0,Peer
3187,<12,0,0,20.9175,1,OlderHusband
3192,15-Dec,0,0,14.051,0,Peer
3202,15-Dec,0,0,1.254,1,Peer
3206,<12,1,0,22.376,0,OlderHusband
3224,>15,0,0,12.939,0,OlderHusband
3227,<12,0,0,3.001,0,Peer
3237,<12,0,0,14.163,1,Peer
3243,>15,0,0,22.919,0,Peer
3245,15-Dec,0,0,14.749,1,Peer
3249,>15,0,0,11.047,0,Peer
3254,15-Dec,0,0,2.634,0,OlderHusband
3258,>15,0,0,7.466,0,Peer
3261,<12,0,0,6.6815,1,Peer
3266,15-Dec,0,0,24.723,0,Peer
3272,15-Dec,0,0,12.9915,1,Peer
3280,15-Dec,0,0,9.517,0,OlderWife
3289,15-Dec,0,0,24.723,0,Peer
3291,>15,0,0,22.686,0,OlderHusband
3296,<12,0,0,49.999,0,Peer
3298,<12,0,0,50.864,0,OlderHusband
3301,15-Dec,0,0,37.517,0,OlderHusband
3304,15-Dec,0,0,12.183,0,Peer
3305,15-Dec,0,0,3.984,0,Peer
3308,15-Dec,0,0,43.874,0,OlderHusband
3311,<12,0,0,67.255,0,Peer
3316,15-Dec,0,0,15.718,0,OlderHusband
3322,<12,0,0,20.843,0,OlderWife
3329,15-Dec,0,0,9.873,0,Peer
3335,15-Dec,0,0,33.415,0,Peer
3338,15-Dec,0,0,19.997,0,Peer
3342,<12,0,0,28.999,0,Peer
3345,<12,0,0,41.251,0,Peer
3347,15-Dec,0,0,38.943,0,Peer
3363,<12,0,0,0.079,0,OlderHusband
3370,<12,1,0,31.179,0,Peer
3386,15-Dec,0,0,45.547,0,OlderWife
3387,15-Dec,0,0,33.5795,1,Peer
3391,15-Dec,0,0,17.016,0,Peer
3397,15-Dec,0,0,8.227,0,Peer
3398,>15,0,0,17.016,0,Peer
3400,>15,0,0,11.9505,1,Peer
3402,15-Dec,0,0,55.669,0,Peer
3430,<12,0,0,40.452,0,Peer
3435,15-Dec,0,0,12.668,1,Peer
3437,<12,0,0,2.075,0,Peer
3441,15-Dec,0,0,6.9265,1,Peer
3447,15-Dec,0,0,16.293,1,OlderHusband
3450,<12,0,0,33.665,0,Peer
3453,15-Dec,0,0,37.895,0,Peer
3455,>15,0,0,18.943,0,Peer
3464,<12,0,0,30.998,0,Peer
3467,<12,0,0,30.998,0,Peer
3470,>15,0,0,6.4835,1,Peer
3471,>15,0,0,7.244,0,OlderHusband
3473,<12,0,0,31.061,0,Peer
3476,<12,0,0,32.832,0,OlderHusband
3480,15-Dec,0,0,11.168,1,OlderHusband
3482,<12,0,0,5.665,0,Peer
3485,<12,0,0,59.384,0,Peer
3487,15-Dec,0,0,24.726,0,Peer
3490,15-Dec,0,0,24.726,0,Peer
3492,<12,0,0,15.039,1,Peer
3493,15-Dec,0,0,16.7475,1,Peer
3495,15-Dec,0,0,3.4605,1,Peer
3508,15-Dec,0,0,2.505,0,Peer
3509,>15,0,0,24.876,0,Peer
3511,15-Dec,1,0,5.796,0,Peer
3517,15-Dec,0,0,6.672,0,OlderWife
3522,>15,0,0,7.647,0,OlderWife
3525,>15,1,0,28.999,0,OlderHusband
3527,15-Dec,0,0,40.868,0,OlderHusband
3530,15-Dec,0,0,39.918,0,OlderHusband
3536,>15,0,0,18.902,0,Peer
3540,15-Dec,0,0,7.915,1,Peer
3548,<12,0,0,7.452,0,Peer
3551,>15,0,0,28.78,0,Peer
3556,>15,0,0,3.581,1,Peer
3558,>15,0,0,9.029,0,OlderHusband
3562,>15,0,0,20.022,0,Peer
3567,>15,0,0,12.142,0,Peer
3570,>15,0,0,29.914,0,Peer
3573,<12,0,0,48.862,0,Peer
3577,15-Dec,0,0,22.376,0,OlderHusband
3580,<12,0,0,44.824,0,Peer
3583,<12,0,0,46.086,0,OlderHusband
3586,<12,0,0,37.752,0,OlderHusband
3589,>15,0,0,15.765,0,OlderHusband
3592,<12,0,0,8.835,1,OlderHusband
3594,>15,0,0,34.3685,1,Peer
3597,<12,0,0,5.9605,1,Peer
3602,>15,0,0,23.496,0,OlderHusband
3604,<12,1,0,48.32,0,Peer
3609,>15,0,0,19.833,0,Peer
3616,15-Dec,0,0,3.833,1,Peer
3621,15-Dec,0,0,3.732,0,Peer
3623,<12,0,0,15.012,0,Peer
3624,<12,0,0,13.834,1,Peer
3627,<12,1,0,44.339,0,Peer
3638,15-Dec,0,0,7.3755,1,OlderHusband
3646,<12,0,0,73.068,0,Peer
3648,<12,1,0,28.1245,1,Peer
3650,<12,0,0,28.0875,1,Peer
3653,<12,0,0,41.689,0,Peer
3655,<12,0,0,2.001,0,Peer
3658,<12,0,0,2.001,0,Peer
3662,<12,0,0,6.267,0,Peer
3668,<12,0,0,5.1965,1,Peer
3683,15-Dec,0,0,19.997,0,Peer
3685,>15,0,0,42.461,0,Peer
3688,15-Dec,0,0,46.04,0,Peer
3694,<12,0,0,2.04,0,Peer
3700,15-Dec,0,0,14.3735,1,Peer
3703,<12,0,0,51.852,0,OlderHusband
3714,15-Dec,0,0,8.652,1,Peer
3716,<12,0,0,30.7255,1,Peer
3719,15-Dec,0,0,35.619,0,Peer
3725,15-Dec,0,0,23.754,0,Peer
3728,>15,0,0,28,0,OlderHusband
3730,15-Dec,0,0,1.9135,1,Peer
3734,<12,0,0,1.4345,1,Peer
3736,<12,0,0,46.004,0,Peer
3741,15-Dec,0,0,10.579,1,Peer
3744,<12,0,0,9.1635,1,Peer
3747,<12,0,0,47.833,0,Peer
3751,<12,0,0,12,0,Peer
3754,15-Dec,0,0,9.665,1,Peer
3757,<12,0,0,38.103,0,Peer
3760,<12,0,0,12,0,OlderWife
3763,15-Dec,0,0,37.418,0,OlderHusband
3767,>15,0,0,23.951,0,Peer
3768,>15,0,0,23.951,0,Peer
3771,<12,0,0,36,0,Peer
3774,15-Dec,0,0,44.999,0,Peer
3776,15-Dec,0,0,33.793,0,OlderHusband
3778,15-Dec,0,0,1.722,1,Peer
3784,<12,0,0,2.9075,1,OlderHusband
3790,<12,0,0,15.001,0,Peer
3792,15-Dec,0,0,4.082,1,Peer
3794,15-Dec,0,0,50.379,1,Peer
3796,<12,0,0,20.7475,1,OlderHusband
3798,15-Dec,0,0,25.405,0,Peer
3802,<12,0,0,1.7465,1,Peer
3803,15-Dec,0,0,25.405,0,Peer
3805,15-Dec,0,0,47.08,0,OlderHusband
3808,15-Dec,0,0,45.626,0,OlderHusband
3816,<12,0,0,8.14,0,Peer
3827,15-Dec,0,0,9.818,0,Peer
3831,>15,0,0,23.655,1,Peer
3834,15-Dec,0,0,4.208,1,OlderHusband
3836,<12,0,0,13.8345,1,OlderHusband
3844,15-Dec,0,0,4.586,1,Peer
3850,<12,0,0,6.675,1,Peer
3853,15-Dec,1,0,40.95,0,Peer
3857,15-Dec,1,0,1.492,0,Peer
3870,<12,1,0,17.999,0,Peer
3872,<12,1,0,14.998,0,OlderHusband
3877,15-Dec,1,0,5.799,0,OlderHusband
3893,<12,0,0,11.5425,1,Peer
3895,<12,0,0,32.747,0,Peer
3898,<12,0,0,51.291,0,Peer
3905,<12,0,0,10.305,1,Peer
3910,<12,1,0,6.136,0,Peer
3913,15-Dec,1,0,5.577,0,OlderWife
3915,15-Dec,0,0,19.9125,1,OlderHusband
3918,>15,0,0,41.503,0,OlderHusband
3923,>15,0,0,7.069,0,Peer
3924,>15,0,0,7.069,0,Peer
3926,<12,0,0,31.666,1,Peer
3927,15-Dec,0,0,7.767,0,Peer
3930,<12,0,0,44.873,0,Peer
3932,>15,0,0,1.498,1,OlderHusband
3941,15-Dec,0,0,26.527,0,Peer
3948,>15,0,0,21.919,1,OlderHusband
3965,15-Dec,0,0,1.843,0,OlderHusband
3979,15-Dec,0,1,0.75,1,Peer
3981,>15,0,0,47.543,0,Peer
3986,<12,0,0,16.999,0,Peer
3988,15-Dec,0,0,47.943,0,Peer
3990,15-Dec,0,0,14.998,0,Peer
3994,15-Dec,0,0,4.145,1,Peer
3995,15-Dec,0,0,10.793,0,Peer
3998,15-Dec,0,0,26.497,0,OlderHusband
3999,15-Dec,0,0,13.744,0,Peer
4001,<12,0,0,43.001,0,OlderHusband
4004,<12,0,0,43.001,0,OlderHusband
4006,15-Dec,0,0,49.248,0,OlderHusband
4012,15-Dec,0,0,3.255,0,OlderHusband
4015,15-Dec,0,0,24.999,0,Peer
4017,<12,0,0,43.997,0,OlderHusband
4021,15-Dec,0,0,8.041,1,Peer
4028,15-Dec,0,0,11.926,0,Peer
4030,>15,0,0,17.591,0,OlderWife
4037,15-Dec,0,0,18.42,1,Peer
4042,15-Dec,0,0,12.085,1,Peer
4045,15-Dec,0,0,9.7745,1,Peer
4053,<12,0,0,16.252,0,OlderHusband
4055,15-Dec,0,0,31.34,0,Peer
4058,15-Dec,0,0,31.34,0,Peer
4060,<12,0,0,44.027,0,Peer
4063,15-Dec,0,0,43.581,0,OlderHusband
4064,15-Dec,0,0,7.83,0,Peer
4072,15-Dec,0,0,10.872,1,Peer
4074,15-Dec,0,0,10.0725,1,Peer
4076,15-Dec,0,0,26.42,0,OlderHusband
4086,>15,0,0,44.435,0,OlderHusband
4097,15-Dec,1,0,21.038,0,Peer
4102,>15,0,0,14.935,0,Peer
4107,15-Dec,0,0,6.001,0,Peer
4109,15-Dec,0,0,29.982,0,Peer
4111,>15,0,0,34.79,0,Peer
4114,>15,0,0,34.79,0,Peer
4119,<12,0,0,5.032,0,Peer
4122,<12,0,0,46.762,0,Peer
4124,15-Dec,0,0,1.624,0,OlderHusband
4126,>15,0,0,26.42,0,Peer
4129,>15,0,0,32.545,0,Peer
4130,>15,0,0,19.926,0,Peer
4132,>15,0,0,53.749,0,Peer
4136,15-Dec,0,0,2.998,1,Peer
4138,>15,0,0,18.157,0,Peer
4141,<12,0,0,53.391,0,Peer
4143,15-Dec,0,0,26.667,0,OlderHusband
4145,15-Dec,0,0,20,1,Peer
4147,<12,0,0,54.226,0,OlderHusband
4149,<12,0,0,19.94,0,OlderHusband
4152,>15,0,0,4.58,1,Peer
4156,15-Dec,0,0,15.162,0,OlderHusband
4162,15-Dec,0,0,27.997,0,Peer
4165,<12,0,0,18.338,1,Peer
4171,15-Dec,0,0,20.611,0,OlderHusband
4175,>15,0,0,10.752,0,Peer
4187,>15,0,0,39.422,0,Peer
4191,>15,0,0,12.649,0,Peer
4199,15-Dec,0,0,5.569,0,Peer
4207,15-Dec,0,0,5.498,1,Peer
4209,>15,0,0,46.653,0,OlderHusband
4211,<12,0,0,48.895,0,OlderWife
4216,15-Dec,0,0,6.278,0,Peer
4219,15-Dec,0,0,6.278,0,Peer
4222,<12,0,0,6.114,0,Peer
4225,15-Dec,0,0,62.752,0,Peer
4227,15-Dec,0,0,32.422,0,Peer
4229,15-Dec,0,0,48.463,0,OlderHusband
4232,<12,0,0,32.167,0,OlderHusband
4235,<12,1,1,22.497,1,Peer
4265,15-Dec,0,0,13.996,0,OlderHusband
4268,15-Dec,1,0,7.001,0,Peer
4270,15-Dec,0,0,35.253,0,Peer
4274,<12,1,0,6.653,0,Peer
4276,<12,1,0,6.653,0,Peer
4278,<12,0,0,12,0,Peer
4280,<12,0,1,16.7285,1,Peer
4293,15-Dec,0,0,9.829,0,Peer
4295,<12,0,0,43.001,0,Peer
4298,<12,0,0,43.001,0,Peer
4302,<12,0,0,54.067,0,Peer
4305,<12,0,0,54.831,0,Peer
4307,<12,0,0,42.004,0,Peer
4316,>15,0,0,9.372,0,Peer
4318,<12,0,0,32.003,0,Peer
4320,<12,0,0,38.001,0,Peer
4321,15-Dec,0,0,5.038,0,OlderHusband
4323,>15,0,0,3.525,1,Peer
4325,15-Dec,0,0,20.463,1,Peer
4328,15-Dec,0,0,25.892,0,Peer
4335,15-Dec,0,0,49.629,0,OlderHusband
4338,<12,0,0,42.604,0,OlderHusband
4340,15-Dec,0,0,33.309,0,Peer
4341,15-Dec,0,0,9.796,0,Peer
4342,15-Dec,0,0,21.131,0,Peer
4348,<12,0,0,19.499,1,Peer
4350,>15,0,0,22.001,0,Peer
4353,<12,0,0,4.003,0,OlderHusband
4355,<12,0,0,1.166,1,Peer
4356,15-Dec,0,0,36.082,0,Peer
4358,>15,0,0,8.753,0,Peer
4360,15-Dec,0,0,6.634,1,Peer
4365,15-Dec,0,0,13.2485,1,Peer
4367,>15,0,0,31.748,0,Peer
4368,15-Dec,0,0,3.551,0,OlderHusband
4371,15-Dec,0,0,34.352,0,OlderHusband
4373,15-Dec,0,0,52.498,0,Peer
4377,15-Dec,0,0,7.518,0,Peer
4380,15-Dec,0,0,36,0,OlderHusband
4387,>15,0,0,7.001,0,Peer
4390,>15,0,0,7.001,0,Peer
4392,15-Dec,0,0,39.329,0,OlderHusband
4394,>15,0,0,1.823,0,OlderHusband
4397,15-Dec,0,0,30.415,0,OlderHusband
4401,<12,0,0,4.594,0,OlderHusband
4404,15-Dec,0,0,4.594,0,OlderHusband
4410,15-Dec,0,0,22.305,0,Peer
4415,>15,0,0,20.334,1,Peer
4419,15-Dec,0,0,20.334,1,Peer
4422,15-Dec,0,0,37.793,0,Peer
4429,<12,0,0,25.8315,1,OlderHusband
4432,15-Dec,0,0,22.5,1,Peer
4435,>15,0,0,42.623,0,Peer
4439,>15,0,0,32.813,0,Peer
4442,>15,0,0,8.819,0,OlderHusband
4444,>15,0,0,46.456,0,Peer
4451,>15,0,0,2.267,0,Peer
4461,>15,0,0,1.336,1,Peer
4463,15-Dec,1,0,62.338,0,Peer
4469,<12,1,0,36.75,0,Peer
4472,<12,1,0,36.75,0,Peer
4474,<12,0,0,19.9535,1,Peer
4476,15-Dec,0,0,24.431,1,Peer
4479,<12,0,0,51.874,0,OlderWife
4481,15-Dec,0,0,10.919,0,OlderWife
4483,>15,0,0,34.338,0,Peer
4484,15-Dec,0,0,20.999,1,Peer
4492,15-Dec,0,0,9.914,1,Peer
4493,<12,0,0,15.302,0,OlderHusband
4502,15-Dec,0,0,62.084,0,OlderHusband
4504,15-Dec,0,0,9.084,1,Peer
4507,15-Dec,0,0,24.58,0,Peer
4511,<12,0,0,11.324,0,Peer
4516,15-Dec,0,0,6.497,1,Peer
4518,15-Dec,0,0,6.497,1,Peer
4520,<12,0,0,32.337,0,Peer
4524,15-Dec,0,0,25.47,0,Peer
4526,15-Dec,0,0,29.771,0,OlderHusband
4531,15-Dec,0,0,17.292,0,OlderHusband
4538,15-Dec,0,0,20.03,1,Peer
4541,15-Dec,0,0,2.861,0,Peer
4545,<12,0,0,5.5165,1,OlderHusband
4553,<12,0,0,4.6135,1,Peer
4554,15-Dec,0,0,10.166,1,OlderHusband
4582,15-Dec,0,0,12.753,0,Peer
4584,<12,0,0,47.009,0,Peer
4595,<12,0,0,18.864,0,OlderHusband
4598,<12,0,0,38.732,0,Peer
4604,15-Dec,0,0,56.041,0,OlderHusband
4606,<12,0,0,41.388,0,OlderHusband
4608,15-Dec,0,0,23.732,1,OlderHusband
4611,15-Dec,0,0,8.9145,1,Peer
4618,>15,0,0,21.339,0,Peer
4621,<12,0,0,27.817,0,OlderHusband
4622,15-Dec,0,0,7.0825,1,Peer
4624,<12,0,0,24.016,0,Peer
4626,15-Dec,0,0,41.128,0,Peer
4629,15-Dec,0,0,24.999,0,Peer
4631,15-Dec,0,0,17.6005,1,Peer
4653,15-Dec,0,1,6.3325,1,Peer
4655,<12,0,0,35.803,0,OlderHusband
4661,<12,0,0,1.9165,1,Peer
4662,15-Dec,0,0,9.374,0,OlderHusband
4670,15-Dec,0,0,53.155,0,Peer
4676,15-Dec,0,0,15.058,0,Peer
4678,15-Dec,0,0,15.058,0,Peer
4691,15-Dec,0,0,6.987,0,OlderHusband
4699,15-Dec,0,0,4.016,0,OlderHusband
4701,>15,0,0,41.12,0,Peer
4704,<12,0,0,49.999,0,OlderHusband
4706,<12,0,0,38.571,0,OlderHusband
4707,>15,0,0,22.401,0,Peer
4709,<12,1,1,15.0005,1,Peer
4711,>15,0,0,2.505,1,Peer
4719,>15,0,0,28.074,0,Peer
4735,15-Dec,0,0,3.017,0,Peer
4738,15-Dec,0,0,45.733,0,OlderWife
4740,<12,0,0,33.013,0,Peer
4742,15-Dec,0,0,23.578,0,OlderWife
4743,15-Dec,0,0,23.578,0,OlderWife
4745,<12,0,0,21.6785,1,OlderHusband
4749,15-Dec,0,0,13.969,0,Peer
4753,<12,0,0,10.486,1,Peer
4759,<12,0,0,5.667,1,Peer
4762,<12,0,0,9.9135,1,Peer
4766,>15,0,0,5.2485,1,Peer
4779,15-Dec,0,0,4.835,0,Peer
4783,<12,0,0,5.684,0,Peer
4785,<12,0,0,62.33,0,Peer
4788,15-Dec,0,0,43.882,0,Peer
4792,>15,0,0,4.082,1,Peer
4795,<12,0,0,50.502,0,Peer
4797,<12,1,0,50.163,0,Peer
4807,>15,0,0,16.082,1,Peer
4812,>15,0,0,9.555,0,OlderHusband
4818,>15,0,0,9.555,0,OlderHusband
4819,15-Dec,0,0,4.704,1,Peer
4822,15-Dec,0,0,43.313,0,Peer
4826,15-Dec,0,0,25.722,0,OlderWife
4830,<12,0,0,53.985,0,OlderHusband
4837,15-Dec,0,0,4.668,1,OlderHusband
4838,15-Dec,0,0,1.777,0,OlderHusband
4839,15-Dec,0,0,1.511,1,Peer
4847,15-Dec,0,0,9.0105,1,OlderHusband
4851,15-Dec,0,0,14.097,0,OlderHusband
4858,<12,0,0,19.8575,1,Peer
4863,15-Dec,0,0,7.997,0,Peer
4865,15-Dec,0,0,27.409,0,Peer
4869,15-Dec,0,0,39.362,0,OlderHusband
4873,>15,0,0,16.78,0,Peer
4879,15-Dec,0,0,12.597,0,Peer
4880,15-Dec,1,0,9.591,0,Peer
4883,15-Dec,0,0,25.013,0,Peer
4888,<12,1,0,34.1,0,OlderHusband
4897,<12,1,0,3.2085,1,Peer
4905,15-Dec,1,0,4.022,1,OlderHusband
4907,15-Dec,0,0,10.001,0,Peer
4910,<12,0,0,64.255,0,Peer
4911,15-Dec,0,0,23.619,0,Peer
4915,<12,0,0,14.746,0,Peer
4916,15-Dec,0,0,14.746,0,Peer
4918,15-Dec,1,0,20.5205,1,Peer
4922,15-Dec,1,0,0.734,0,OlderHusband
4927,15-Dec,1,0,1.169,0,OlderHusband
4934,15-Dec,1,0,3.173,0,Peer
4937,15-Dec,0,0,42.251,0,OlderHusband
4944,15-Dec,0,0,19.576,0,Peer
4946,<12,0,0,28.999,0,OlderHusband
4948,<12,0,0,27.477,0,Peer
4952,15-Dec,0,0,18.163,0,Peer
4956,15-Dec,0,0,11.455,0,Peer
4959,15-Dec,0,0,15.2885,1,Peer
4962,15-Dec,0,0,31.91,0,Peer
4967,15-Dec,0,0,1.4155,1,Peer
4969,<12,1,0,61.498,0,OlderHusband
4972,<12,1,0,61.498,0,OlderHusband
4973,15-Dec,1,0,7.6575,1,OlderWife
4974,<12,1,0,25.309,0,OlderHusband
4995,15-Dec,0,0,31.775,0,OlderWife
5001,15-Dec,0,0,7.4115,1,OlderHusband
5004,15-Dec,0,0,19.173,0,Peer
5008,<12,0,0,4.134,1,Peer
5015,15-Dec,0,0,3.253,0,Peer
5018,15-Dec,1,0,24.917,0,OlderHusband
5020,15-Dec,0,0,0.641,0,OlderHusband
5024,15-Dec,0,0,8.0435,1,Peer
5028,>15,0,0,13.437,0,Peer
5030,>15,0,0,13.437,0,Peer
5032,15-Dec,0,0,13.699,1,OlderHusband
5038,>15,0,0,20.654,0,Peer
5043,15-Dec,0,0,19.441,0,Peer
5046,<12,0,0,25.999,0,Peer
5050,<12,0,0,9.465,1,OlderHusband
5051,15-Dec,0,0,8.468,0,Peer
5053,15-Dec,0,0,27.335,0,OlderWife
5056,15-Dec,0,0,40.805,0,OlderHusband
5062,15-Dec,0,0,4.337,1,Peer
5064,15-Dec,0,0,21.665,1,Peer
5066,<12,0,0,36.945,0,Peer
5069,15-Dec,0,0,36.945,0,Peer
5071,<12,0,0,2.075,0,OlderWife
5072,15-Dec,0,0,18.795,0,Peer
5081,15-Dec,0,0,7.2495,1,Peer
5087,15-Dec,0,0,32.172,0,Peer
5090,15-Dec,0,0,24.726,0,OlderWife
5095,>15,0,0,13.974,1,Peer
5098,15-Dec,0,0,38.916,0,OlderHusband
5104,>15,0,0,15.934,0,Peer
5107,>15,0,0,15.934,0,Peer
5109,<12,0,0,11.165,0,Peer
5112,15-Dec,0,0,52,0,OlderHusband
5114,15-Dec,0,0,54.595,0,Peer
5123,15-Dec,0,0,2.166,1,Peer
5127,15-Dec,0,0,5.084,1,OlderHusband
5134,15-Dec,0,0,49.999,0,Peer
5137,<12,0,0,38.494,0,Peer
5143,15-Dec,0,0,17.67,0,Peer
5154,15-Dec,0,0,21.066,0,Peer
5157,<12,1,0,59.206,0,Peer
5159,<12,0,0,34.609,0,Peer
5161,<12,0,0,47.759,0,OlderHusband
5166,<12,0,0,6.248,1,Peer
5168,15-Dec,0,0,6.289,0,Peer
5178,15-Dec,0,0,40.695,0,Peer
5182,<12,0,0,10.9155,1,OlderHusband
5185,15-Dec,0,0,16.227,0,Peer
5189,>15,0,0,4.003,0,Peer
5191,<12,0,0,54.845,0,OlderHusband
5195,>15,0,0,1.665,1,Peer
5197,15-Dec,0,0,43.11,0,Peer
5200,15-Dec,0,0,38.212,0,OlderHusband
5206,<12,0,0,43.964,0,Peer
5208,>15,0,0,13.2485,1,Peer
5210,>15,0,0,9.128,1,Peer
5212,15-Dec,0,0,42.823,0,Peer
5218,15-Dec,0,0,20.843,0,Peer
5221,15-Dec,0,0,3.417,1,Peer
5226,15-Dec,0,0,29.0815,1,Peer
5233,>15,0,0,5.12,0,OlderWife
5237,15-Dec,0,0,14.795,0,Peer
5238,15-Dec,0,0,14.795,0,Peer
5242,15-Dec,1,1,3.1295,1,Peer
5245,>15,0,0,5.2215,1,Peer
5251,15-Dec,0,0,1.1635,1,Peer
5255,15-Dec,0,0,17.848,0,OlderHusband
5260,15-Dec,0,0,16.096,0,Peer
5262,15-Dec,0,0,3.0005,1,Peer
5266,15-Dec,0,0,16.096,0,Peer
5268,15-Dec,0,0,30.335,0,Peer
5276,<12,0,0,5.15,0,Peer
5285,15-Dec,0,0,15.751,0,Peer
5286,>15,0,0,17.511,0,Peer
5288,15-Dec,0,0,16,0,Peer
5291,15-Dec,0,0,56.903,0,OlderHusband
5293,15-Dec,0,0,30.275,0,Peer
